essay_id,prompt,essay,score
16385,6,"The builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. ""The Mooring Mast"" by Marcia Amidon Lüsted shares some of the obstacles that were dealt with when trying to make it possible for blimps to land atop the Empire State Building. Lüsted discusses the obstacles of nature, safety, laws, and construction in ""The Mooring Mast"". Nature presented a huge setback in terms of docking dirigibles. As Lüsted writes, ""even if the dirigible were tethered to the mooring mast, the back of the ship would swivel around and around the mooring mast"". The safety of docking blimps on the Empire State Building also became issue. ""The owners of the Empire State Building realized how much worse ""an accident could be if it happened above downtown New York, instead of in a field. The laws in affect of the time made it illegal for airships to fly too low over urban areas. This law makes docking a dirigible impossible in New York City. The construction alone of accommodating a mooring mast required ""over @NUM1 dollars worth of modifications"" and a lot of time and planning. As Lüsted says, ""The mooring mast of The Empire State Building was destined to never fufill its purpose"". The obstacles presented in attempting to allow dirigibles to dock on the Empire State Building were too great and too many. The laws, safety, construction, and nature of the time were too big a setback for this endeavor.",3.0
3148,2,"i believe that there shouldn't be any censorship in libraries. The reason why I say that is because of our first amenment which is freedom of speech we should be able to put anything in books, magazines,music,movies, and etc.. The other reason why we shouldn't take them off the shelf is because we should be able to tell if the book is good enough for your age or your viewings, depends on your point of views.     My first reason is the first amenment which is freedon of speech. The reason why I say that is because we should be able to but what ever in our books that expresses our feelings in any way shape or form. Also, if we start taking stuff away because of censorship in books it will go farther than that and it will come to a point where the first amenment will become cease.      In my culmination I have made my point that there shouldn't be any censorship in anything because of the first amenment. I also said the reason why we shouldn't have censorship is because it's another way to express yourself or your point of views.",3.0
3117,2,"Going into a  @CAPS1 everyone has there own opinons as to what they should see on the shelfs, and what should be put out on the shelfs for everyone to see including children of all ages. Some people @MONTH1 agree that there should only be thnigs that is age appropiate for everyone, others disagree.           In my opinion when im looking at this topic, i think that there should be books for everyone to read no matter what the age group, but there should also be a kid section. If parents are so concernced about what types of books their children might see at a library then they could just put them in the children section to view those. There is no reason in the world that there should not be able to be a variety types of books out.          When it comes to looking at magazines, movies, and music i still have the same opinion to a certain aspect. There should be able to be all types of music out on the shelfs, because its not like people can listen to it by looking at the @CAPS2. But my opinion on the magazines, and movies could vary. There is a certain extant for movies, and magazines. I think they should all be aloud on the shelfs, minus any pornography.           The reason i think like this is because, kids should not have that big of an affect on what they place on the shelfs at a library. Parents just need to be responsible and look for what their children are looking at , and pay attention to them. But when it does come to the pornography that should not be exposed in a public place such as a library. There is some where to draw the line, in any situation and thats where i think it should be drawn at a library.",3.0
4191,2,I think all books and other stuff should stay on the shelfs. Because other people should have the right to learn about something if you have already learned it.  Censorship is kind of out of the way.  I think it really doesnt matter if they see it now or later because they are still going to see it and learn about it later on in life. If someone wants to read it I think they have right to because it is their own choice.  I have been observing students and adults in the libaries and every where they think they can run everything.  But this is what I think is right,2.0
15147,6,"The builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. One obstacle was getting the mooring mast on top of the building. ""The architects could not simply drop a mooring mast on top of the Empire State building's flat roof. A thousand foot dirigible mounted at the top of the building... would add stress to the building's frame."" The architects solve this problem by modifying the building's framework. Another problem was wind. ""The winds on top of the building were constantly shifting due to violent air currents."" @CAPS1 there was one wire connected to the front, the dirigible would go round and round due to the back being exposed to the winds. This problem was never fixed. The builders of the Empire State Building faced many obstacles and while some were overcome, the rest weren't, resulting in the ultimate failure of the mooring mast.",3.0
16340,6,"Based on the excerpt, the obstacles the builders of the Empire State Building faced in attempting to dock dirigibles at their building were that foreign dirigibles used highly flammable hydrogen over helium, the winds at the top of the building violently changed, and it was illegal to fly too low over urban areas.First of all, foreign blimps using hydrogen are very dangerous due to the high risk that they will burst into flames. This only occurred to the builders when a German blimp Hindenburg caught on fire on May 6, 1937. After this tragedy, they ""realized how much worse that accident could have been if it had taken place above a densely populated area such as downtown New York."" If the incident happened over New York City, many more lives would have been lost. More people would die, which would cause a bigger fiasco.Also, the winds above the building change constantly, which would make the blimp unstable. The article explains this effect by stating, ""Even if the dirigible were tethered to the mooring mast, the back of the ship would swivel around and around the mooring mast."" The changing winds would be torture on the back of the ship. The front would be secured due to its tethering, but the back would be left free to sway and swing in the wind. Pedestrians below would be at a high risk of danger, making this idea impractical.Finally, the law made it illegal to even approach the building, nevermind dock on it. The article tells this by saying, ""... an existing law against airships flying too low over urban areas... Would make it illegal for ship to ever tie up to the building or even approach the area..."" The builders simply could not use the dock unless the law changed. The law was made to protect pedestrians and innocent bystanders, and flying the craft to the Empire State Building would violate said law.In conclusion, the three obstacles stopping the use of the Empire State Building were the hydrogen gas used in foreign blimps, the unpredictable winds making the craft swivel, and the law prohibiting aircrafts from flying too low over urban areas.",4.0
3257,2,"No because the writer is explain th way the story really happend.If ur kid ask u the word tell him/her it not a good word to say, r u can take the book back and get him/her a new one.          Say him/her kids comes home from school and say a couse word and u asked him/her were they learned it from. An they said the teacher said it. U can tell the teacher u dont wounting ur him/her reading that book.                                                                Cousing is a way of explain the story better to them i guess.",1.0
15014,6,"When the Empire State Building was conceived, it was planned as the world's tallest building, taller even than the new Chrysler Building that was being constructed at forty-second  Street. and lexington Avenue in New York. The top of the Empire State Building be more than ornamental, more than a spire or dome or a pyramid. The age of dirigibles. The navy was the leader in the research and development of dirigibles in the United States. the architects could not simply drop a mooring mast on top of the Empire State Building's flat roof. Once the archietects had designed the mooring Mast and made changes to the existing plans for the building's skeleton.",2.0
15933,6,"The builders of the @ORGANIZATION1 thought that they had a great idea and that they were pioneers. They soon realized that there were some problems with their ideas. One major problem was safety. As noted in paragraph @NUM1, most @LOCATION3 dirigibles used hydrogen, which was highly flammable. New York is one of the biggest cities in the United States, and it was far too densely populated to take that risk. Another problem was wind. At those heights, the wind currents were unpredictable and winds reached high speed. If the dirigible were to be blown around while in the downtown area and were to hit a spire of the building, there would certainly be quite a few casualties. After the risks and rewards were balanced, they realized it just wasn't worth it.",3.0
15408,6,"Throughout the construction of the Empire State Building the builders faced many obstacles in attempting to allow dirigibles to dock at the building: one obstacle the builders encountered was the fact that when a dirigible was attached to the building by a single cable, it would add to much stress to the buildings framework because of a combination of the dirigibles load and the wind pressure atop the massive @DATE1 foot structure. To solve this, the build had to do over sixty thousand dollars worth of modifications to the frame of the building. Another obstacle encountered was the safety of docking the dirigible. One problem is that many dirigibles out of the United States used hydrogen, a highly flammable gas, instead of helium. This made the owners realize how much worse an accident, but what happened to the Hindenburg, could be over such a densely populated area. Another safety problem was the high wind speeds. even when a dirigible would be docked to the mooring mast, the back of the ship would violently swing around because of the strong winds at @DATE1 feet. Also, usually dirigibles would be able to be weighted down in a field with lead weights to prevent movement, but ""using these at the Empire State Building, where they would be dangling high above pedestrians on the street, was neither practical nor safe."" @CAPS1 with these two reasons, there was already a law against airships height in urban areas and by talking a dirigible at the building would break it. As seen by this paragraph there were many obstacles the builders of the Empire State Building faced in attempting to allow dirigibles to dock there.",4.0
4042,2,"The material we read in books are sometimes offensive. Books that are offensive should be supervised as to who gets to view them. I believe that every parent has the right to oversee what there child reads. I also believe that Censorship is a good thing sometimes     The material we find in books is not as much of a proplem to our youth as any other thing. The reasoning for me saying this is that youth to day are not really woried about picking up a book and reading is as much as them picking up a magazine, cellular phone, iPod or using a computer. I believe magazines are worse than any book. Books are reed mostly for knowledge wereas magazines are mostly reed for people to catch up on the latest trends. Magazines can lead to people listing to the next hotest band, singer or rapper, whatever.          Music that you hear on the radio is filled with suggestive lyrics. Then people get pulled in. Music doesn't have rating were movies do. Movies are a little easier to control because of there ratings but children are alway going to get there hands on it no matter what.      This is were the internet comes into play. Most people have acsess to a computer. Children could be on the internet for hours looking up things that aren't ment for them to see. Internet is also use to educate.      The internet also opens up the doors to video games. Children can play with there friends all around the world now without leaving there bedroom. They also play with complete stranger. Some of the other player could be a bad influence to them because they were influenced by music, magazines, music, ect.., that send a bad message.           No one is ever going to be able to control what our youth see. The only way is to close our libraries and shut down the internet. Even if we do this there could always still be away.",3.0
3545,2,"I believe that censorship is a very debatable subject for many.But I think that I have a pretty good outlook , and a pretty good view on this. In this essay I'm going to give you my reasoning, and explain , and give some reasons why I think censorship is a good thing , and should maybe be inforced heavier.           Censorship. Should books, music, movies , magazines, etc. be taken off the shelf.. I believe that it is @LOCATION1 , and everyone should have their right to read what they want to,  and what they don't . I believe , that if someone want's to read something vulgur , then let them. If they are an adult , it's their choice. I think as far as the child part of it , that no , children should not be aloud to read things that @MONTH1 be vulgar, sexual , etc.           In keeping children away from these vulgar things , they should have,or keep seperate sections for kids, and adults. I dont think that children should be able to have the access, and maybe they won't know about it, or want it. If their parents think it's okay , and want to let them read it, or watch it, or listen to it,  that before they become an adult they will have to get it for them. I don't believe that children should be candy coated, and blind to the world, I just believe that there is a certain extent to what they need to be limited to.           I obviously think that censorship is a good thing. I think if there was more of it, I think there would be less crime. Kids are learning this , they're watching as young as god knows what, thinking it's okay from the start, and are growing up with that picture ,and message ,of them thinking it's okay  . No I am not saying that all kids learn everything from t.v., etc. ,and yes some @MONTH1 argue that kids dont copy what's on t.v. at all . But I think that t.v. , books, and music affect alot of how children view the world.           As much as I love rap music , and movies such as A.T.L ,rappers such as @ORGANIZATION1, even sometimes when I watch, or listen to those things, it kind of makes me feel like being jaded, and kind of makes me feel like I want to have a bad attitude towards the world, it makes me feel like I wanna live that hard life like that. I think that music , books, what we watch on t.v. , and what we read in the magazines , have a big affect. Such as if we watch the news and there's something depressing, it kind of makes you in a bad mood , or sad or depressed.           The media ,music , t.v., books , magazines, etc., affect our mood, our actions, and even sometimes the way we talk, and dress. I am not saying that dressing that more urban feel is a bad thing , I am just saying when you start doing crime, and drugs because of it, it's a problem. I believe that children should only be censored and not adults, because at the point when u reach adult-hood , your pretty much set in your way's, and have a pretty good look out on what you should be doing, and how you want thing's done. Children are still machuring ,and are like a sponge. Censorship , is a very sensitive , and argumentable/debatable issue, but this is just my view, whats yours ?",4.0
4458,2,"Do I believe that certain materials, such as books, movies, magazines, etc., should be removed from the shelves if they are found offensive?  I understand that some parents wouldn't want their kids reading a book about drugs or watching a movie about gangs, but libraries shouldn't have to remove them from their shelves.  There is not one movie, book, or magazine where everyone will approve of it.  Just because a couple of people find it offensive doesn't mean they should have the power to determine what materials libraries have or don't have on their shelves.       One reason why I believe certain items shouldn't be removed from a library just because a couple of people find it offensive is because what Katherine Paterson said in her quote.  She is saying if there was a book a couple of parents didn't want their kids to see and they were to complain and have the right to remove it from the libraries shelf.  Then sooner or later, more and more parents will be coming in complaining about a different book, movie, or magazine every other day.  Soon, there wouldn't be any books, movies, magazines in the library.       Another reason why I believe we should have no say in what items libraries hold is this.  As you know, there is many different cultural familes living in the @LOCATION1.  Some people say bibles should be allowed in libraries.  Half the population agrees on that statement, the other half thinks that is ridiculous and they're thinking how they would even suggest doing such a thing.  How would a library handle this situation.  If we gave people the right to decide what was held in libraries.  There would be a group of people walking in there and saying they don't believe in @CAPS1 so they must take those bibles off the shelf before their children read it.  Then, as soon as the believers in @CAPS1 hear about it.  They would come to that library and complain about them actually taking that off the shelves.  There would be no way in pleasing everyone, so the libraries should be able to put whatever they want on their shelves.       My third and final reason why I think the public should have no say in this matter is if libraries were forced to take items off their shelves just because a couple people complain about certain books or movies.  Then why couldn't people do that at restaurants, or movie rental business, or outlet stores with clothes they don't approve.  If it was to happen to one business, then it should happen to every business and in my perspective.  The only person who should have the say in what they have in their store/library is the person who is paying for it and that is the owner.  It's their responsibility to know what's too far concerning movies or books, etc.  The public has to accept those choices.  You have to look at it from their view.  Would you want them to come into your business and start complaining and then you are forced to get rid of that item because of them.  It's just not the right way to handle things.     After reading all those opinions of mine, I would hope that you see where I'm coming from and you see that it just wouldn't be humane to do that.  It's never been that way and it should never be that way.  Obviously parents don't want their kids to see things inappropiate.  But it's not our say and we just have to face the fact that's the way it should be",4.0
16030,6,The obstacles the builders of the Empire @CAPS1 Building faced in attempting to allow dirigibles to dock there. So people can get off and unload or load up their ship.,0.0
16148,6,"In attempting to allow dirigibles to dock on the Empire State Building @CAPS1 had to face many obsticals. Alot of obsticals were straightforward and not ecnoliged By the @CAPS1 for example ON page three @CAPS2 @NUM1 and @NUM2 and it says that is was ""unsafe Because the dirigibles were filled with Hydrogen"" wich is Highly flammable. there were @CAPS3 in the @CAPS4 Because of them Being flammable the german Dirigible Hindenburg was Destroyed By fire. there was also violent air currents and a law against air ships flying too low over urban areas",2.0
4586,2,"Should we censor the materials in libraries?  Some people believe that some of the books, magazines, and music in libraries are too vulgar and obscene.  This could be a major problem if people are allowed to say what is too obscene to be put in a library.  Katherine Paterson makes a great point by saying that if everyone was allowed to take books, magazines, and music that they find inappropriate off the shelves, there would be nothing left for us.     Books have been around for centuries.  They are passed on, shared, and enjoyed by people all over the world.  Books contain important information, stories, and tales of people's past times.  Therefore, I do not believe that certain books should be banned from libraries.  By taking away books in libraries, you are taking away the author's freedom of speech.  Also, technology is rapidly advancing, and sometime in the future, I think libraries will become extinct.  With all of the new devices we have @DATE1, people can just get their books online.     Magazines are a great tool to advertise and talk about some major topics happening around the world.  Magazines are a great thing to read when you want to catch up on news, sports, or just other miscellanious topics.  With that said, magazines can also be bad for public libraries due to some of the explicit content.  This is a reason on why some people would want to get rid of magazines from libraries, but I don't think they should be banned.  By getting rid of magazines, you take away company's freedom of press, which is a major issue.  Refering to the previous paragraph, technology is growing, and it is very easy to just go and look at news, sports, and other topics on the @CAPS1.  That is why I do not think magazines should be taken out of libraries.     My final discussion is music.  Music has also been around for many centuries and it has done many things.  Music is something everyone can relate to.  No matter who you are, you probably have some favorite band, music artist, or genre of music that you prefer.  By saying this, I do not think music should be taken out of libraries either.  Taking away music is like taking away humans natural culture.  We all enjoy it, but have different versions that we enjoy.  Therefore, I do not think it would be wise to take away music from libraries.     In conclusion, libraries are nothing without all the history, stories, news, and music that is inside of it.  Censoring the libraries would not be a good idea and it would most likely upset many people.  It is true that with technology that libraries @MONTH1 eventually become extinct.  Until that happens, I hope they do not censor their materials.",4.0
15760,6,"Based on the excerpt the builders of the Empire State Building faced problems such as to much wind movement, to much weight, and to many safty risks. when they attempted to allow dirigibles to dock there.The wind movement would move the dirigibles around when trying to dock so they would have troubles with that. They would also have weight problems because they didn't have a stable enough frame around the building. They would have to pay alot of money to fix this problem.The last problem was a safety problem. After the German dirigible Hindenburg blew up they realized that it was way to dangerous to have blimps landing over crowded cities It was also a flying law of airships not being able to go that low over a city.This is why the builders had faced so many problems.",3.0
3942,2,"Things that mean so much to just one person     @CAPS1 to start this off, I am going to say Katherine Paterson is saying / @CAPS2 what is correct.They're is alot of @CAPS3 around this world that is very senceitive about there things in there house and around there life that they wouldnt want anyone to touch. Or be around.     One important thing that I have that means so much to me & my @CAPS4 is the @CAPS5 that my @CAPS6 gave to us right before he passed away. Me & my @CAPS4 have been wanting to listen to it for a very long time. But we just cant get the nerve to do it. We do not like it when someone thinks they can just do what they want by walking up there where we have that @CAPS5 and just grab ahold of it. @CAPS1 me and my @CAPS9 do not like that. So we say something. Thats one thing that we @CAPS10 like for anyone to touch. Because it means so much to us!      Most @CAPS3 think we are crazy because we @CAPS10 like anyone to be around or touch it, but all I have to say is that there is other @CAPS3 around this area that is more crazy about there things being touched. For example: ' @CAPS10 be over there by my clock hanging on the wall I @CAPS10 want you to knock it off, so get away from it! ' That is something that my bestfriends @CAPS11 had said before. & she still feels the same way still to this day! But I mean its just how we feel about everything around us that means alot.     But to get back to the situation about why do @CAPS3 get so fustrated about things that are hanging on the wall, or things that are in cases and thats where they have been for years and years. Its because it means so much to them. Its not just cause there mean or because of some kind of reason to gripe. It just because it means so much to them, & when I say means alot to them, I mean a bunch bunch!! There just trying to say that it means more then anything to them and they do not want it to be bothered. Just try to understand what there trying to say to you. Because it could mean so much. & you could get to the point to watch out for it also. Just to help out.     But the store that Katherine Paterson had wrote is saying the right thing. & she also probably has things in her life to that means alot to her. You just have to reconize what she has that is so important because there is alot of @CAPS3 that have impotant things in there life, & you could be one of them. Just try to see & feel how alot of other @CAPS3 do around the world around you. Just have to remember whats important to someone and help keep an eye out with them. & because a good friend to everybody else.",3.0
14970,6,"Allowing dirigibles to dock at the Empire State Building caused many obstacles. One of these obstacles was that dirigibles outside the @PERSON1 used hydrogen rather than helium. Using hydrogen was highly flamable. They knew how dangerous it was. In the excerpt it says, ""The owners of the Empire State Building realized how much worse that accident could have been if it had taken place above a densely populated area such as downtown New York. Another obstacle people had to deal with was nature. In the excerpt, it says that air currents were ""violent"" and it would be very hard to control the dirigible. Finally, dirigibles mooring at the Empire State Building would be illegal. It says, ""An existing law against airships flying too low over urban areas."" @CAPS1 the dirigibles could not dock over a heavy populated city like New York City. Many obstacles made it challenging to dock dirigibles on the Empire State Building.",3.0
4369,2,I tenik people us book from the mexcio that work you have book right when you hope our people right good is to inporto. I like book reading time when in my finallys happens. many people like riading  to bookes   much peopel go to bootseto and my   finallyes so your right call me oo mas informsos rightes is book will be scorred faeni and school to book if s conventions is to have us  structure help bfente from contesI racmios becaese is to helpo many people look to a special likes a show or party when it finally and pepole happens sometimresit is I reall book .....when I came school I not riadin nati  so I go to my room my is riadin one book is to good for you so I riadin I like one book i go my have I riadin book so I when I go vacation I peck tow book so riadin in baocho....when back to school I like book riadin my finallys you like book yes why is good riadin I see my finally  he to riadin one book to like to mach riadin ....,1.0
15430,6,"The builders of the Empire State Building were challenged the obstacles of construction, safety, and nature that did not allow dirigibles to dock there. These dirigibles or blimps were large balloons that were capable of carrying passengers but needed a great landing area. In order for dirigibles to be used as transportation, architects needed to design a suitable mooring mast. However, the weight and pressure of a blimp on a mast would cause a large amount of stress to the building's frame. The builders of the Empire State building were faced with producing ""over sixty thousand dollars' worth of modifications"" to the building's framework. Not only was attempting blimps to dock there a lot of work and very costly, builders were challenge with safety issues. As experienced to the German blimp ""Hindenburg,"" dirigibles that use hydrogen are ""highly flammable."" If any incident occurred over the Empire State building in New York, involving a dirigible, it would affect the enormous population in the area by killing so many lives. Flying too low over the city was another challenge to safety that a law would make illegal and unsuccessful for blimps to be used. Lastly, nature was an obstacle the builders faced in docking dirigibles. At mast times, the ""forceful winds"" would cause the back of the ship swivel which could lead to it hitting the sharp spires and be punctured. Lead weights were also not safe when dangling over pedestrians. These obstacles made it difficult to create gear that would allow dirigibles to dock on the building.",4.0
15255,6,"From the story the Mooring Mast by Marcia Amidon Lüsted, the builders faced huge problems when they tried to make it accessable for dirigibles to land. One major factor was the winds at such high altitude, ""The winds on top of building were constantly shifting due to violent air currents."" The builders not only had to think of a way for the ships to be secure and not low around, but also needed a way to support the weight of the dirigible because of the already heavy building. These are only some of the great problems the builders needed to deal with.",2.0
16590,6,"The builders of the Empire stat building encountered both man made problems and problems from nature while attempting to allow dirigibles to dock there. One main problem was the buildings strength. The building's steel was not nearly strong inef to ""transmite pressure from the dirigibe's load to the buildings foundation."" Also ""the winds at the top of the building were always moving and full of violent air currents,"" which would shove the Zeppelin into the edges of the building. It was prohibited for airships to fly too low over urban areas, and so making it illegal for a ship to even dock to the building. Price was also a factor, along with the buildings cost an additional sixty thousand dollars worth of modifications had to be made to the buildings framework just to make the building strong inuf to accommodate an airship. Through all of those problems the builders encountered no wonder dirigibles docking at the mooring mast was not possible.",4.0
16248,6,"After planning and building the mooring mast on top of the empire state building, the developers found many problems that were not thought of earlier. They hadn't thought about the flammability of the gases inside of the dirigibles. Nor had they remembered the ""law against airships flying too low over urban areas. This law would make it illegal for a ship to ever tie up to a building"" (lines @NUM1). Also, the heavy winds that would be found that high above the ground would certainly prove to be a danger to all the airships. If they had hit a neiboring building the results could be disastrous.",3.0
16226,6,"The builders of the Empire State Building faced many @CAPS2 in trying to allow dirigibles to dock there. The builders had a real hard time with this construction of the morning mast. They had to deal with the frame work of the building. A big obstacle they had was that they didn't have a suitable landing area for the dirigibles. They didn't just have to deal with man made @CAPS2, but nature's @CAPS2 as well. The wind on the top of the building made it nearly impassible to land safely. ""The steel frame of the Empire State Building would have to be modified and strengthened to accommodate this new situation"" (@CAPS1 @NUM1). The constructors of the building realized that to make this plan possible they would have to redo the frame of the building. The building wasn't even designed to be able to allow dirigibles to land on the top of the building. The workers were blind to see all the possible problems with the design of the moorning mast. The @CAPS2 the workers had to go through were to much and the landing of the dirigibles never worked.",3.0
15182,6,"In ""The Mooring Mast"", by @ORGANIZATION2 it revealed many problems with docking dirigibles on top of the Empire State Building. Al Smith, the Architect working on the Empire State Building thought the mooring mast would go up with no problems. Architects soon realized that the mooring mast would add stress to the buildings frame work and cost @MONEY1 in modifications. After seeing what happened to the German dirigible ""Hindenburg"" in Lakehurst, Architects soon realized that having dirigibles filled with highly-flamable hydrogen over the densely populated New York City wasn't a good idea. Nature itself would not allow the mooring mass to be built.There was such violent air currents at the one thousand and fifty foot tall @ORGANIZATION1 altitude that made Architects aware that this idea couldn't be upheld. The dirigible would swivel around because it couldn't be weighed down like in open landing fields. They couldnt use these weights because having weights suspended over pedestrians heads was neither practical nor safe. There is also a law against airships flying too low over urban areas. This would make it illegal to try and dock a dirigible on top of the Empire State Building. In the end, the idea of having dirigibles dock on the Empire State Building and become the new way of modern transportation was soon abolished.",4.0
4466,2,"I think that only if there is real offensive stuff then it should be censored.  It is wrong to make fun of or joke about people. Mocking a dissability like there have been  movies made doing. Well actually, there is a movie I've seen before called The @CAPS1 and its a guy that made fun of a special olympic team, then lied about having a dissability to get money for racing and beating the team in races when he was totally fine.That would be something that I myself would want to take off shelves because there is no reason to mock a dissability.  I wouldn't know who decides what goes on shelves and what does not so maybe depending on what the offensive information is tells them something shouldnt be brought out",2.0
15770,6,"The builders of the Empire State Building faced obstacles in attempting to allow dirigibles to dock there. One obstacle was that most dirigibles from Outside of the United States used hydrogen instead of helium, and hydrogen is highly flammable. When a German dirigible was destroyed by fire in New Jersey, the owners of the Empire State Building realized it would be much more dangerous in a crowded area. A second obstacle was that the dirigible with be swivelling around the mast because of violent air currents. The dirigible would be dangling high above pedestrians on the street, which is definitely not safe. A third obstacle was that there was an existing law against airships flying too low over urban areas. This law would make it illegal for a ship to ever tie up to the building or even approach the area. Thankfully, by the late 1930s, the idea of using the mooring mast for dirigibles had quickly disappeared, and the builders had no more obstacles to face.",4.0
15963,6,"This project towards ""transportation of the future"" for the Empire State Building was no easy task. One of the major obstacles was the ""stress to the building's frame"". The workers had to make over sixty thousand dollars worth of modifications to accommodate the dirigibles. This would strengthen the frame of the building so that the wind pressure would be ""transmitted all the way to the building's foundation"". Another issue with this mooring mast was the ""violent air currents"" that were ""constantly shifting"" the winds on the roof. This would cause the dirigible to swing around the building while it was docked. Allowing these giant aircrafts to ""dangle high above pedestrians on the street"" was ""neither practical nor safe. These obstacles caused the workers and architects to postpone the build.",3.0
4696,2,"Hi, my name is mason and i'm writing about wether we should take books off the self and etc. People have differnt views on differnt things.     Books, books give a differnt form of lerning to differnt people.I personal don't learn from books as well as I do from the internet or tv but books are nice to have every once in a great while. Eeryone like to sit down and read a good book every once in a while.     Music doesn't really teach you anything, it relaxs you in differnt ways. Some people might learn from listening to music but i'm not one of those peole. It influnce you to get movited, say your getting ready for a football game and you want to get hyped up for it, well some music can get you hyped up for that game.     When i sit down and watch a movie I can learn from it cause i have the patien to sit down and watch it, to learn from it but that is just me other people have differnt ways of learning but the best way for me is to watch movies. They get stright to the point and don't waste time telling you stuff you alredy know.     Magazines are helpful to they have short artcicles that get stright to the point too, and that is what I like about magazines and movies. Even though there are very few magazines that give out helpful information, the ones that do help out alot.     So I think that music should be taken off shelves because they don't really teach you alot but books, movies, and magazine do help you to a certian point. It is up the other people to decide wether music should be taken off the shelves not just one person cause music might help other people in differnt ways not just one way but many ways too",3.0
4135,2,I believe that this idea is not a good idea because some of the the students would need that information to look up ideas that they would need to write about in a report or to right in a final. The reason the libary is here for the students to have and take there advantge to put time in to looking up what they need for their classes.knowing me I put the time that I need to do my work in class so i know what is need in the report so I know im doing it right and not just making up something that I could just stick in the report.   I see that it is imporant to keep the materials in the libary to have the convence to have thing that is needed to have to look  up a celebrity that is inporant to keep in touch with . If your writing in the news paper you are needed to the infomation that you  can get  your hands on to keep all the students informed in how there celebrity is living there live. If students are ready to graduate and there needing to go on line to look up type of colleges that they could attend before leaveing @ORGANIZATION1 so they could be prepard to be ready in the world they were set out to be living in to start a live and acomplish thing that our parents didnt get to do.    The intrest of the libary to inspire some of the readers in the class to go out and read book that can show the situation on how your health benifits are by looking in the cancer book for information from how the sun and  going to the tanning bed can cause skin cancer and can hurt your skin just by makeing your self look older by gettingas tanner.   I think the situation of the libary is to be use to  for our education and our benifits to learn more from book and reading it a lots interesting than just watching a show or a rerun of a tv show or even movies that show all the action in a movie that you can get from a book with more details,2.0
14987,6,"The builders of the Empire State Building faced many obstacles while attempting to allow dirigibles to dock there. One problem was attaching a mooring mast to the top of the building. Because of the height of the Empire State Building, they were unable to just drop the mast onto the roof for would have interfered with the buildings overall frame. In order to keep the mooring mast atop the roof, the architects spent thousands of dollars on modifying the framework of the building. Another obstacle for the docking of diribles was the preservation of the safety of the public below. Dirigibles were inflated with highly flammable hydrogen, creating the risk of a massive explosion over New York and endangering countless lives. Lastly, a very important obstacle for the builders was the danger of nature. Violent air currents filled the winds above and around the Empire State Building. Even if a dirigible were strung to the roof, the back of the ship would continue to swivel, causing even more danger to citizens below the building. Those were some obstacles that builders faced and prevented to making of a mooring mast to let dirigibles to dock at the Empire State Building.",4.0
16232,6,"There were many obstacles the builders went through in trying to dock the dirigibles at the top of the Empire State Building. One to be exact would be the wind, although they would be tying the dirigible down the back was not and the wind would blow @ORGANIZATION2 decide. Which would affect the building. ""The stress of the dirigible's load and the wind pressure would have to be transmitted all the way to the building's foundation, which was nearly eleven hundred feet below."" With this discovery they had to make some changes to the building, which would cost them more money. Other obstacles they went through were actually being able to have it dock, because it's a law that you can't do that with some he people below. ""The other practical reason why dirigibles could not moor at the Empire State Building was an existing law against airships flying too low over urban areas."" @CAPS1 are just a few of the obstacles that the architects went through out trying to dock dirigibles.",3.0
15939,6,work face many problems with building docks for dirigibles to land on docks attched to the Empire State building. In paragraph @NUM1 it states that dirigibles disappeared and did become the transportation of the future. The Empire State building Never got to forfill its purposes for dirigibles.,1.0
15596,6,"Allowing dirigibles stock at the Empire State Building was never possible because of the obstacles that the architects faced. First, nature was against the builders. The strong winds on the top of the building were constantly shifting, which proved a hazard to dirigibles. Mooring dirigibles would lead weights was out of the question because they were a danger to pedestrians. Another obstacle was an already existing law that prohibited dirigibles from flying low over urban areas. This law made it illegal for a dirigible to dock at the Empire State Building. The final obstacle was that a dirigible could be accidentally ignited and fall on New York. The destruction of the Hindenburg made clear that it was not possible to have a dirigible dock at the Empire State Building.",3.0
